song_id,valence,arousal,output
260,0.53,0.58,3
261,0.21,0.27,0
262,0.58,0.6900000000000001,5
263,0.4599999999999999,0.58,3
264,0.36,0.53,1
265,0.58,0.5900000000000001,5
266,0.64,0.75,5
267,0.2799999999999999,0.35,0
268,0.61,0.43,4
269,0.5900000000000001,0.5900000000000001,5
270,0.45,0.6599999999999999,3
271,0.74,0.6599999999999999,5
272,0.73,0.6,5
273,0.61,0.76,5
274,0.482,0.5730000000000001,3
275,0.3299999999999999,0.47,0
276,0.55,0.54,5
277,0.54,0.72,3
278,0.6,0.71,5
279,0.52,0.42,2
280,0.3299999999999999,0.42,0
281,0.5900000000000001,0.31,4
282,0.55,0.6900000000000001,5
283,0.67,0.61,5
284,0.5900000000000001,0.5900000000000001,5
285,0.6799999999999999,0.6799999999999999,5
286,0.61,0.6599999999999999,5
287,0.3,0.38,0
288,0.5900000000000001,0.6900000000000001,5
289,0.38,0.4599999999999999,0
290,0.38,0.44,0
291,0.4,0.51,3
292,0.7,0.8099999999999999,5
293,0.4599999999999999,0.52,3
294,0.72,0.65,5
295,0.67,0.73,5
296,0.382,0.5820000000000001,1
297,0.5,0.5700000000000001,3
298,0.4599999999999999,0.58,3
299,0.6,0.65,5
300,0.55,0.45,4
301,0.4,0.48,2
302,0.71,0.64,5
303,0.51,0.65,3
304,0.4599999999999999,0.5599999999999999,3
305,0.48,0.65,3
306,0.5599999999999999,0.42,4
307,0.25,0.37,0
308,0.25,0.55,1
309,0.255,0.3359999999999999,0
310,0.4,0.5900000000000001,3
311,0.55,0.65,5
312,0.6,0.71,5
313,0.6900000000000001,0.61,5
314,0.31,0.27,0
315,0.48,0.61,3
316,0.29,0.3399999999999999,0
317,0.38,0.3399999999999999,0
318,0.52,0.6599999999999999,3
319,0.36,0.48,0
320,0.7,0.49,4
321,0.19,0.2799999999999999,0
322,0.5,0.5900000000000001,3
323,0.55,0.5900000000000001,5
324,0.19,0.29,0
325,0.5599999999999999,0.48,4
326,0.6,0.67,5
327,0.42,0.36,2
328,0.36,0.41,0
329,0.5,0.55,3
330,0.62,0.62,5
331,0.5700000000000001,0.62,5
332,0.55,0.61,5
333,0.3399999999999999,0.48,0
334,0.6,0.64,5
335,0.67,0.62,5
336,0.7,0.7,5
337,0.67,0.7,5
338,0.51,0.5599999999999999,3
339,0.55,0.64,5
340,0.71,0.71,5
341,0.51,0.52,3
342,0.6900000000000001,0.6799999999999999,5
343,0.61,0.74,5
344,0.53,0.43,2
345,0.43,0.45,2
346,0.6599999999999999,0.61,5
347,0.38,0.51,1
348,0.6,0.52,5
349,0.55,0.52,5
350,0.3299999999999999,0.4,0
351,0.45,0.54,3
352,0.2799999999999999,0.37,0
353,0.52,0.45,2
354,0.71,0.6799999999999999,5
355,0.53,0.53,3
356,0.52,0.58,3
357,0.6599999999999999,0.6599999999999999,5
358,0.3299999999999999,0.43,0
359,0.4,0.29,2
360,0.61,0.55,5
361,0.53,0.53,3
362,0.45,0.5900000000000001,3
363,0.43,0.52,3
364,0.52,0.43,2
365,0.53,0.63,3
366,0.4599999999999999,0.51,3
367,0.41,0.45,2
368,0.2299999999999999,0.25,0
369,0.24,0.4599999999999999,0
370,0.67,0.65,5
371,0.36,0.38,0
372,0.41,0.5,3
373,0.49,0.44,2
374,0.545,0.675,3
375,0.4599999999999999,0.5599999999999999,3
376,0.5,0.48,2
377,0.54,0.5700000000000001,3
378,0.61,0.2299999999999999,4
379,0.3399999999999999,0.5,1
380,0.63,0.61,5
381,0.38,0.38,0
382,0.48,0.44,2
383,0.58,0.4599999999999999,4
384,0.5,0.5700000000000001,3
385,0.51,0.5599999999999999,3
386,0.6599999999999999,0.5900000000000001,5
387,0.5700000000000001,0.6799999999999999,5
388,0.36,0.3399999999999999,0
389,0.51,0.53,3
390,0.65,0.52,5
391,0.71,0.55,5
392,0.5599999999999999,0.5,5
393,0.71,0.72,5
394,0.2799999999999999,0.32,0
395,0.45,0.5700000000000001,3
396,0.27,0.41,0
397,0.3399999999999999,0.47,0
398,0.19,0.35,0
399,0.64,0.65,5
400,0.26,0.37,0
401,0.62,0.5700000000000001,5
402,0.45,0.53,3
403,0.16,0.3399999999999999,0
404,0.4599999999999999,0.52,3
405,0.39,0.37,0
406,0.44,0.48,2
407,0.37,0.49,0
408,0.37,0.41,0
409,0.47,0.5900000000000001,3
410,0.62,0.5700000000000001,5
411,0.29,0.2799999999999999,0
412,0.36,0.36,0
413,0.6,0.52,5
414,0.25,0.44,0
415,0.48,0.4599999999999999,2
416,0.58,0.64,5
417,0.48,0.4,2
418,0.29,0.41,0
419,0.49,0.48,2
420,0.51,0.54,3
421,0.31,0.42,0
422,0.43,0.58,3
423,0.38,0.3399999999999999,0
424,0.41,0.3399999999999999,2
425,0.6799999999999999,0.53,5
426,0.4,0.55,3
427,0.38,0.4599999999999999,0
428,0.35,0.27,0
429,0.51,0.5900000000000001,3
430,0.3299999999999999,0.4,0
431,0.43,0.48,2
432,0.4,0.5700000000000001,3
433,0.47,0.58,3
434,0.3299999999999999,0.35,0
435,0.61,0.65,5
436,0.51,0.45,2
437,0.5,0.26,2
438,0.41,0.44,2
439,0.48,0.45,2
440,0.3399999999999999,0.48,0
441,0.42,0.5900000000000001,3
442,0.32,0.4,0
443,0.2799999999999999,0.5,1
444,0.52,0.48,2
445,0.5599999999999999,0.61,5
446,0.2799999999999999,0.32,0
447,0.29,0.4599999999999999,0
448,0.6900000000000001,0.7,5
449,0.47,0.49,2
450,0.31,0.3,0
451,0.54,0.31,2
452,0.45,0.48,2
453,0.5599999999999999,0.55,5
454,0.31,0.32,0
455,0.24,0.44,0
456,0.53,0.6,3
457,0.31,0.49,0
458,0.25,0.24,0
459,0.4,0.42,2
460,0.52,0.5900000000000001,3
461,0.5700000000000001,0.62,5
462,0.545,0.509,3
463,0.42,0.31,2
464,0.48,0.64,3
465,0.4,0.5599999999999999,3
466,0.35,0.4,0
467,0.44,0.6,3
468,0.41,0.5599999999999999,3
469,0.44,0.61,3
470,0.29,0.38,0
471,0.53,0.5549999999999999,3
472,0.63,0.65,5
473,0.51,0.48,2
474,0.5599999999999999,0.6599999999999999,5
475,0.52,0.6799999999999999,3
476,0.43,0.37,2
477,0.32,0.5,1
478,0.35,0.5,1
479,0.65,0.3,4
480,0.58,0.44,4
481,0.29,0.44,0
482,0.45,0.5,3
483,0.38,0.5900000000000001,1
484,0.31,0.44,0
485,0.49,0.6799999999999999,3
486,0.74,0.76,5
487,0.76,0.31,4
488,0.42,0.54,3
489,0.47,0.58,3
490,0.6599999999999999,0.76,5
491,0.22,0.36,0
492,0.32,0.44,0
493,0.61,0.63,5
494,0.76,0.78,5
495,0.35,0.42,0
496,0.43,0.5599999999999999,3
497,0.4599999999999999,0.5700000000000001,3
498,0.31,0.38,0
499,0.3,0.58,1
500,0.51,0.6799999999999999,3
501,0.62,0.67,5
502,0.6,0.42,4
503,0.64,0.71,5
504,0.32,0.43,0
505,0.53,0.65,3
506,0.51,0.44,2
507,0.26,0.41,0
508,0.51,0.5599999999999999,3
509,0.44,0.5700000000000001,3
510,0.21,0.2799999999999999,0
511,0.22,0.2799999999999999,0
512,0.5900000000000001,0.51,5
513,0.3299999999999999,0.43,0
514,0.7,0.6599999999999999,5
515,0.5700000000000001,0.62,5
516,0.53,0.5,3
517,0.42,0.49,2
518,0.5,0.53,3
519,0.31,0.37,0
520,0.44,0.63,3
521,0.6599999999999999,0.67,5
522,0.6799999999999999,0.74,5
523,0.51,0.58,3
524,0.6599999999999999,0.6599999999999999,5
525,0.65,0.53,5
526,0.49,0.6599999999999999,3
527,0.48,0.6,3
528,0.43,0.49,2
529,0.45,0.36,2
530,0.3399999999999999,0.55,1
531,0.73,0.74,5
532,0.43,0.5,3
533,0.38,0.4599999999999999,0
534,0.24,0.44,0
535,0.5,0.37,2
536,0.6900000000000001,0.61,5
537,0.62,0.53,5
538,0.5900000000000001,0.62,5
539,0.53,0.58,3
540,0.48,0.58,3
541,0.39,0.37,0
542,0.37,0.45,0
543,0.48,0.5599999999999999,3
544,0.75,0.3299999999999999,4
545,0.51,0.6,3
546,0.41,0.42,2
547,0.55,0.6,5
548,0.32,0.31,0
549,0.32,0.32,0
550,0.58,0.5,5
551,0.54,0.51,3
552,0.29,0.31,0
553,0.3399999999999999,0.53,1
554,0.49,0.63,3
555,0.44,0.48,2
556,0.29,0.43,0
557,0.45,0.49,2
558,0.5900000000000001,0.65,5
559,0.71,0.72,5
560,0.5700000000000001,0.55,5
561,0.5700000000000001,0.7,5
562,0.65,0.72,5
563,0.6,0.61,5
564,0.51,0.51,3
565,0.7,0.36,4
566,0.43,0.45,2
567,0.6900000000000001,0.75,5
568,0.64,0.35,4
569,0.37,0.45,0
570,0.73,0.58,5
571,0.5599999999999999,0.63,5
572,0.43,0.5,3
573,0.5700000000000001,0.63,5
574,0.43,0.49,2
575,0.27,0.37,0
576,0.41,0.49,2
577,0.55,0.62,5
578,0.62,0.6900000000000001,5
579,0.37,0.4,0
580,0.4599999999999999,0.44,2
581,0.61,0.65,5
582,0.31,0.5,1
583,0.61,0.55,5
584,0.42,0.16,2
585,0.37,0.4599999999999999,0
586,0.36,0.49,0
587,0.51,0.44,2
588,0.42,0.49,2
589,0.53,0.5700000000000001,3
590,0.5900000000000001,0.6799999999999999,5
591,0.6,0.61,5
592,0.48,0.5900000000000001,3
593,0.67,0.5900000000000001,5
594,0.35,0.55,1
595,0.63,0.75,5
596,0.52,0.65,3
597,0.62,0.5,5
598,0.45,0.47,2
599,0.37,0.44,0
600,0.35,0.45,0
601,0.62,0.51,5
602,0.2799999999999999,0.53,1
603,0.58,0.62,5
604,0.49,0.63,3
605,0.72,0.47,4
606,0.47,0.5700000000000001,3
607,0.61,0.63,5
608,0.39,0.52,1
609,0.72,0.54,5
610,0.27,0.4599999999999999,0
611,0.25,0.42,0
612,0.22,0.35,0
613,0.52,0.51,3
614,0.49,0.54,3
615,0.65,0.5900000000000001,5
616,0.41,0.5599999999999999,3
617,0.45,0.45,2
618,0.3299999999999999,0.35,0
619,0.6900000000000001,0.6799999999999999,5
620,0.22,0.35,0
621,0.64,0.6599999999999999,5
622,0.48,0.65,3
623,0.31,0.43,0
624,0.65,0.6599999999999999,5
625,0.41,0.49,2
626,0.62,0.67,5
627,0.61,0.53,5
628,0.55,0.5900000000000001,5
629,0.5900000000000001,0.6799999999999999,5
630,0.4,0.5700000000000001,3
631,0.64,0.64,5
632,0.48,0.48,2
633,0.72,0.7,5
634,0.41,0.5700000000000001,3
635,0.4,0.47,2
636,0.2299999999999999,0.45,0
637,0.53,0.5900000000000001,3
638,0.52,0.62,3
639,0.5,0.58,3
640,0.47,0.43,2
641,0.71,0.5700000000000001,5
642,0.5700000000000001,0.44,4
643,0.42,0.47,2
644,0.38,0.3399999999999999,0
645,0.51,0.4,2
646,0.6,0.55,5
647,0.22,0.27,0
648,0.36,0.31,0
649,0.5,0.44,2
650,0.45,0.47,2
651,0.29,0.38,0
652,0.29,0.45,0
653,0.67,0.5599999999999999,5
654,0.49,0.53,3
655,0.44,0.45,2
656,0.36,0.51,1
657,0.6599999999999999,0.67,5
658,0.64,0.7,5
659,0.5700000000000001,0.5900000000000001,5
660,0.2799999999999999,0.4599999999999999,0
661,0.58,0.51,5
662,0.58,0.65,5
663,0.26,0.41,0
664,0.64,0.6,5
665,0.3399999999999999,0.55,1
666,0.6799999999999999,0.7,5
667,0.63,0.44,4
668,0.63,0.67,5
669,0.5599999999999999,0.6,5
670,0.49,0.38,2
671,0.53,0.52,3
672,0.55,0.5,5
673,0.5900000000000001,0.54,5
674,0.51,0.5599999999999999,3
675,0.6900000000000001,0.72,5
676,0.36,0.47,0
677,0.3399999999999999,0.55,1
678,0.39,0.29,0
679,0.73,0.3299999999999999,4
680,0.49,0.43,2
681,0.64,0.55,5
682,0.53,0.63,3
683,0.7,0.3299999999999999,4
684,0.5900000000000001,0.5599999999999999,5
685,0.5700000000000001,0.42,4
686,0.55,0.49,4
687,0.6,0.55,5
688,0.7,0.6599999999999999,5
689,0.71,0.4,4
690,0.48,0.3299999999999999,2
691,0.5,0.52,3
692,0.5900000000000001,0.61,5
693,0.54,0.62,3
694,0.49,0.5700000000000001,3
695,0.4,0.55,3
696,0.5,0.4,2
697,0.63,0.65,5
698,0.45,0.49,2
699,0.62,0.64,5
700,0.54,0.47,2
701,0.73,0.42,4
702,0.62,0.27,4
703,0.72,0.5900000000000001,5
704,0.48,0.41,2
705,0.71,0.65,5
706,0.2299999999999999,0.2799999999999999,0
707,0.5700000000000001,0.61,5
708,0.42,0.37,2
709,0.51,0.55,3
710,0.38,0.5599999999999999,1
711,0.45,0.54,3
712,0.2799999999999999,0.47,0
713,0.55,0.51,5
714,0.62,0.64,5
715,0.77,0.77,5
716,0.5599999999999999,0.55,5
717,0.74,0.3399999999999999,4
718,0.76,0.7,5
719,0.2799999999999999,0.44,0
720,0.38,0.32,0
721,0.6599999999999999,0.6599999999999999,5
722,0.65,0.4599999999999999,4
723,0.41,0.42,2
724,0.62,0.5900000000000001,5
725,0.73,0.35,4
726,0.77,0.61,5
727,0.31,0.55,1
728,0.58,0.43,4
729,0.67,0.6599999999999999,5
730,0.48,0.63,3
731,0.39,0.61,1
732,0.58,0.45,4
733,0.63,0.36,4
734,0.54,0.5900000000000001,3
735,0.63,0.64,5
736,0.6,0.61,5
737,0.31,0.35,0
738,0.44,0.38,2
739,0.6599999999999999,0.53,5
740,0.47,0.24,2
741,0.6,0.67,5
742,0.64,0.67,5
743,0.41,0.5900000000000001,3
744,0.6799999999999999,0.5599999999999999,5
745,0.44,0.38,2
746,0.45,0.32,2
747,0.53,0.3299999999999999,2
748,0.38,0.47,0
749,0.54,0.51,3
750,0.4599999999999999,0.44,2
751,0.52,0.54,3
752,0.6,0.54,5
753,0.35,0.37,0
754,0.65,0.65,5
755,0.45,0.3,2
756,0.43,0.29,2
757,0.32,0.35,0
758,0.49,0.45,2
759,0.5900000000000001,0.63,5
760,0.3299999999999999,0.19,0
761,0.41,0.38,2
762,0.37,0.25,0
763,0.43,0.2799999999999999,2
764,0.3399999999999999,0.25,0
765,0.62,0.48,4
766,0.3299999999999999,0.3299999999999999,0
767,0.29,0.2299999999999999,0
768,0.32,0.29,0
769,0.51,0.61,3
770,0.37,0.2799999999999999,0
771,0.4599999999999999,0.38,2
772,0.45,0.48,2
773,0.39,0.45,0
774,0.5700000000000001,0.52,5
775,0.48,0.5,3
776,0.3299999999999999,0.41,0
777,0.53,0.5599999999999999,3
778,0.3299999999999999,0.2799999999999999,0
779,0.43,0.42,2
780,0.48,0.3,2
781,0.5,0.44,2
782,0.5,0.41,2
783,0.63,0.4599999999999999,4
784,0.62,0.53,5
785,0.5599999999999999,0.54,5
786,0.5,0.43,2
787,0.49,0.5,3
788,0.71,0.61,5
789,0.44,0.31,2
790,0.5599999999999999,0.5,5
791,0.53,0.44,2
792,0.5,0.67,3
793,0.53,0.67,3
794,0.6,0.58,5
795,0.52,0.53,3
796,0.55,0.6599999999999999,5
797,0.45,0.63,3
798,0.37,0.63,1
799,0.37,0.63,1
800,0.42,0.5,3
801,0.47,0.71,3
802,0.4,0.58,3
803,0.47,0.75,3
804,0.52,0.61,3
805,0.65,0.62,5
806,0.41,0.43,2
807,0.52,0.64,3
808,0.52,0.71,3
809,0.6,0.64,5
810,0.61,0.55,5
811,0.4,0.3399999999999999,2
812,0.5900000000000001,0.53,5
813,0.43,0.5599999999999999,3
814,0.52,0.58,3
815,0.65,0.53,5
816,0.63,0.55,5
817,0.52,0.38,2
818,0.6799999999999999,0.64,5
819,0.64,0.6599999999999999,5
820,0.6,0.5,5
821,0.64,0.48,4
822,0.6799999999999999,0.6,5
823,0.6900000000000001,0.5599999999999999,5
824,0.6,0.5,5
825,0.5,0.35,2
826,0.67,0.64,5
827,0.61,0.6599999999999999,5
828,0.51,0.3399999999999999,2
829,0.61,0.52,5
830,0.5900000000000001,0.43,4
831,0.6,0.64,5
832,0.73,0.6599999999999999,5
833,0.64,0.6599999999999999,5
834,0.5599999999999999,0.6599999999999999,5
835,0.5700000000000001,0.58,5
836,0.58,0.63,5
837,0.58,0.6,5
838,0.64,0.63,5
839,0.62,0.62,5
840,0.38,0.36,0
841,0.55,0.54,5
842,0.6799999999999999,0.63,5
843,0.5700000000000001,0.5900000000000001,5
844,0.63,0.5599999999999999,5
845,0.37,0.24,0
846,0.2299999999999999,0.45,0
847,0.36,0.35,0
848,0.42,0.44,2
849,0.38,0.37,0
850,0.3,0.39,0
851,0.3,0.32,0
852,0.48,0.37,2
853,0.42,0.24,2
854,0.51,0.54,3
855,0.32,0.29,0
856,0.31,0.2299999999999999,0
857,0.3399999999999999,0.3,0
858,0.3399999999999999,0.3299999999999999,0
859,0.44,0.39,2
860,0.5700000000000001,0.3,4
861,0.42,0.3399999999999999,2
862,0.4,0.19,2
863,0.3399999999999999,0.21,0
864,0.3399999999999999,0.2799999999999999,0
865,0.39,0.2299999999999999,0
866,0.6799999999999999,0.54,5
867,0.31,0.31,0
868,0.54,0.51,3
869,0.49,0.3,2
870,0.39,0.32,0
871,0.3399999999999999,0.3,0
872,0.37,0.27,0
873,0.35,0.24,0
874,0.38,0.31,0
875,0.45,0.3399999999999999,2
876,0.4599999999999999,0.3399999999999999,2
877,0.5,0.24,2
878,0.41,0.21,2
879,0.31,0.27,0
880,0.45,0.3399999999999999,2
881,0.43,0.42,2
882,0.44,0.37,2
883,0.51,0.25,2
884,0.5900000000000001,0.54,5
885,0.45,0.36,2
886,0.32,0.21,0
887,0.38,0.51,1
888,0.37,0.4599999999999999,0
889,0.47,0.24,2
890,0.26,0.3399999999999999,0
891,0.4599999999999999,0.36,2
892,0.3399999999999999,0.3,0
893,0.4,0.26,2
894,0.41,0.2299999999999999,2
895,0.5,0.5599999999999999,3
896,0.61,0.5599999999999999,5
897,0.39,0.25,0
898,0.39,0.44,0
899,0.42,0.43,2
900,0.7,0.5599999999999999,5
901,0.6900000000000001,0.61,5
902,0.62,0.62,5
903,0.58,0.6,5
904,0.64,0.54,5
905,0.41,0.25,2
906,0.36,0.38,0
907,0.62,0.53,5
908,0.36,0.31,0
909,0.35,0.2799999999999999,0
910,0.4599999999999999,0.3299999999999999,2
911,0.36,0.2799999999999999,0
912,0.44,0.3299999999999999,2
913,0.39,0.2799999999999999,0
914,0.31,0.21,0
915,0.36,0.19,0
916,0.39,0.25,0
917,0.43,0.4,2
918,0.36,0.3299999999999999,0
919,0.37,0.3399999999999999,0
920,0.49,0.27,2
921,0.52,0.3299999999999999,2
922,0.49,0.45,2
923,0.3399999999999999,0.41,0
924,0.3299999999999999,0.26,0
925,0.37,0.44,0
926,0.27,0.22,0
927,0.37,0.32,0
928,0.42,0.2299999999999999,2
929,0.62,0.48,4
930,0.37,0.19,0
931,0.44,0.41,2
932,0.47,0.3299999999999999,2
933,0.48,0.32,2
934,0.35,0.22,0
935,0.44,0.26,2
936,0.37,0.29,0
937,0.44,0.39,2
938,0.3399999999999999,0.25,0
939,0.42,0.4,2
940,0.38,0.27,0
941,0.39,0.2799999999999999,0
942,0.35,0.18,0
943,0.45,0.35,2
944,0.32,0.36,0
945,0.6,0.55,5
946,0.41,0.27,2
947,0.4,0.3399999999999999,2
948,0.6599999999999999,0.55,5
949,0.6,0.5700000000000001,5
950,0.51,0.58,3
951,0.47,0.3399999999999999,2
952,0.62,0.4599999999999999,4
953,0.44,0.27,2
954,0.38,0.24,0
955,0.55,0.47,4
956,0.35,0.27,0
957,0.31,0.2799999999999999,0
958,0.62,0.53,5
959,0.62,0.5599999999999999,5
960,0.55,0.53,5
961,0.39,0.26,0
962,0.39,0.41,0
963,0.43,0.22,2
964,0.36,0.22,0
965,0.54,0.53,3
966,0.41,0.32,2
967,0.4599999999999999,0.5599999999999999,3
968,0.62,0.6799999999999999,5
969,0.3399999999999999,0.4599999999999999,0
970,0.39,0.38,0
971,0.47,0.5700000000000001,3
972,0.54,0.3299999999999999,2
973,0.52,0.43,2
974,0.53,0.37,2
975,0.55,0.65,5
976,0.6900000000000001,0.63,5
977,0.55,0.48,4
978,0.4599999999999999,0.3,2
979,0.49,0.58,3
980,0.45,0.49,2
981,0.41,0.3299999999999999,2
982,0.55,0.51,5
983,0.63,0.67,5
984,0.27,0.26,0
985,0.41,0.37,2
986,0.47,0.43,2
987,0.58,0.5700000000000001,5
988,0.4599999999999999,0.37,2
989,0.64,0.53,5
990,0.45,0.31,2
991,0.44,0.63,3
992,0.37,0.3,0
993,0.51,0.5599999999999999,3
994,0.7,0.74,5
995,0.6900000000000001,0.63,5
996,0.52,0.51,3
997,0.41,0.3,2
